Subject_ID	Expected_error	Avg_Qual_Score	Length
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150738/ccs	0.11	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150745/ccs	0.54	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150751/ccs	0.58	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150762/ccs	1.1	40	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150769/ccs	0.87	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150784/ccs	0.54	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150821/ccs	0.099	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150823/ccs	0.55	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150839/ccs	0.2	41	1466
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150840/ccs	0.45	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150850/ccs	0.51	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150890/ccs	1.2	40	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150898/ccs	0.26	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150918/ccs	0.65	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/150943/ccs	0.42	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151028/ccs	0.18	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151035/ccs	0.28	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151046/ccs	0.39	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151049/ccs	1	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151056/ccs	0.13	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151066/ccs	0.12	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151068/ccs	0.6	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151127/ccs	0.12	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151149/ccs	0.49	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151152/ccs	0.099	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151200/ccs	0.97	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151218/ccs	0.1	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151276/ccs	0.97	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151283/ccs	0.22	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151299/ccs	0.2	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151302/ccs	0.79	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151312/ccs	0.1	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151346/ccs	0.72	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151375/ccs	0.74	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151380/ccs	1	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151406/ccs	0.75	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151455/ccs	1	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151477/ccs	0.095	42	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151485/ccs	0.13	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151489/ccs	1	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151491/ccs	0.61	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151493/ccs	0.11	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151496/ccs	0.71	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151514/ccs	0.68	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151527/ccs	0.7	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151542/ccs	0.78	41	1492
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151563/ccs	0.78	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151635/ccs	0.41	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151687/ccs	0.13	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151695/ccs	0.83	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151697/ccs	0.14	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151726/ccs	0.097	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151730/ccs	0.47	41	1436
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151736/ccs	0.12	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151738/ccs	0.16	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151752/ccs	0.78	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151753/ccs	0.1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151778/ccs	0.32	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151800/ccs	0.68	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151834/ccs	0.72	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151845/ccs	1.1	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151893/ccs	0.1	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151905/ccs	1.1	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151934/ccs	0.65	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151961/ccs	0.8	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151971/ccs	0.18	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151992/ccs	0.37	41	1444
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/151999/ccs	0.49	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152003/ccs	0.48	41	1413
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152020/ccs	1.1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152035/ccs	1	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152062/ccs	0.11	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152113/ccs	0.11	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152136/ccs	0.095	42	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152148/ccs	0.095	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152150/ccs	0.76	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152154/ccs	0.71	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152181/ccs	0.74	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152206/ccs	0.22	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152212/ccs	0.16	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152221/ccs	0.36	41	1524
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152237/ccs	0.82	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152309/ccs	0.1	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152322/ccs	0.32	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152342/ccs	0.11	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152352/ccs	0.89	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152358/ccs	0.16	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152359/ccs	0.5	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152378/ccs	0.59	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152402/ccs	0.85	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152386/ccs	0.56	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152407/ccs	0.18	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152423/ccs	0.35	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152430/ccs	1.2	40	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152447/ccs	0.15	41	1470
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152469/ccs	0.51	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152516/ccs	0.21	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152529/ccs	0.33	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152532/ccs	0.1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152543/ccs	0.47	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152561/ccs	0.18	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152567/ccs	0.098	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152573/ccs	0.34	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152578/ccs	0.2	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152584/ccs	1.1	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152614/ccs	0.26	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152629/ccs	0.52	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152633/ccs	0.82	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152643/ccs	0.69	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152645/ccs	0.82	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152686/ccs	0.22	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152694/ccs	0.61	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152723/ccs	0.46	41	1479
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152735/ccs	0.095	41	1477
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152753/ccs	0.095	42	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152778/ccs	0.1	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152786/ccs	0.49	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152795/ccs	1.2	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152797/ccs	0.12	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152838/ccs	1.1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152844/ccs	0.24	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152843/ccs	0.17	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152855/ccs	0.71	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152861/ccs	0.5	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152875/ccs	0.49	41	1515
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152899/ccs	0.31	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152901/ccs	0.78	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152906/ccs	0.79	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152935/ccs	0.46	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152972/ccs	0.41	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152990/ccs	0.13	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153000/ccs	0.41	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/152991/ccs	0.13	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153001/ccs	0.65	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153002/ccs	0.093	42	1466
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153004/ccs	0.82	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153022/ccs	0.37	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153039/ccs	0.16	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153044/ccs	0.45	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153056/ccs	0.31	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153058/ccs	0.28	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153082/ccs	0.12	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153091/ccs	0.74	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153101/ccs	0.35	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153103/ccs	0.99	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153110/ccs	0.66	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153143/ccs	0.51	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153151/ccs	0.11	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153152/ccs	0.6	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153199/ccs	1	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153207/ccs	0.76	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153208/ccs	0.62	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153215/ccs	1.3	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153209/ccs	0.27	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153217/ccs	0.71	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153222/ccs	0.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153251/ccs	1.1	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153252/ccs	0.098	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153269/ccs	0.9	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153270/ccs	0.39	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153296/ccs	0.66	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153307/ccs	0.61	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153350/ccs	0.56	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153374/ccs	0.1	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153398/ccs	1.3	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153401/ccs	0.59	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153404/ccs	1.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153437/ccs	0.14	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153442/ccs	0.38	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153446/ccs	0.76	41	1439
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153452/ccs	0.23	41	1523
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153461/ccs	0.82	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153518/ccs	0.21	41	1530
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153496/ccs	0.21	41	1481
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153567/ccs	0.1	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153581/ccs	0.31	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153596/ccs	0.89	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153610/ccs	0.34	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153626/ccs	0.12	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153627/ccs	0.11	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153652/ccs	0.28	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153658/ccs	1	41	1483
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153665/ccs	0.7	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153679/ccs	0.13	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153680/ccs	0.63	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153752/ccs	0.44	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153766/ccs	0.91	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153810/ccs	0.4	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153860/ccs	0.84	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153852/ccs	0.15	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153862/ccs	0.83	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153868/ccs	0.71	41	1458
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153869/ccs	1.1	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153886/ccs	0.12	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153894/ccs	0.36	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153899/ccs	0.41	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153920/ccs	1.1	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153992/ccs	0.3	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/153995/ccs	0.42	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154009/ccs	0.26	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154010/ccs	0.36	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154016/ccs	0.38	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154036/ccs	1.2	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154052/ccs	0.68	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154103/ccs	1.1	40	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154110/ccs	0.68	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154129/ccs	0.4	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154150/ccs	0.097	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154151/ccs	1.1	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154158/ccs	1.3	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154178/ccs	0.72	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154203/ccs	0.54	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154209/ccs	0.13	41	1492
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154212/ccs	0.27	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154251/ccs	0.35	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154226/ccs	0.71	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154258/ccs	0.38	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154260/ccs	0.42	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154261/ccs	0.26	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154275/ccs	0.48	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154298/ccs	0.58	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154303/ccs	0.42	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154313/ccs	0.69	41	1514
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154315/ccs	0.37	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154349/ccs	0.16	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154357/ccs	0.32	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154368/ccs	0.26	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154388/ccs	0.77	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154402/ccs	0.3	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154426/ccs	0.79	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154429/ccs	0.1	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154434/ccs	0.15	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154442/ccs	0.65	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154459/ccs	1	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154483/ccs	0.15	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154516/ccs	0.12	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154502/ccs	0.46	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154522/ccs	0.31	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154547/ccs	0.7	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154552/ccs	0.89	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154553/ccs	0.6	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154555/ccs	0.49	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154592/ccs	0.52	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154594/ccs	0.56	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154609/ccs	0.12	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154619/ccs	0.14	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154685/ccs	0.75	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154712/ccs	1.1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154715/ccs	0.6	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154742/ccs	0.26	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154758/ccs	0.11	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154760/ccs	0.46	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154770/ccs	0.66	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154798/ccs	0.093	42	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154808/ccs	0.57	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154824/ccs	0.1	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154880/ccs	0.21	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154894/ccs	0.18	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154910/ccs	0.27	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154924/ccs	1	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154932/ccs	0.92	41	1483
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154939/ccs	0.65	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154957/ccs	0.8	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154966/ccs	0.7	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154970/ccs	0.71	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154981/ccs	0.44	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154987/ccs	0.7	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/154982/ccs	0.43	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155009/ccs	0.098	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155010/ccs	0.3	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155016/ccs	1.2	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155070/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155079/ccs	0.4	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155095/ccs	0.29	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155116/ccs	0.26	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155126/ccs	1.2	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155158/ccs	0.52	41	1425
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155141/ccs	0.18	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155171/ccs	0.23	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155199/ccs	1.2	40	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155204/ccs	0.12	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155214/ccs	0.14	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155219/ccs	0.53	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155224/ccs	1.3	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155230/ccs	0.52	41	1481
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155246/ccs	0.22	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155255/ccs	0.75	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155268/ccs	0.11	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155267/ccs	0.29	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155285/ccs	0.3	41	1527
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155288/ccs	0.62	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155313/ccs	0.67	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155318/ccs	0.37	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155333/ccs	0.25	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155357/ccs	0.64	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155364/ccs	0.39	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155432/ccs	0.48	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155447/ccs	0.4	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155472/ccs	0.14	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155484/ccs	0.2	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155547/ccs	0.38	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155562/ccs	0.48	41	1526
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155572/ccs	0.57	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155611/ccs	0.31	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155648/ccs	0.5	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155657/ccs	0.61	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155669/ccs	0.3	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155695/ccs	0.096	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155686/ccs	0.31	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/155705/ccs	0.1	41	1473
